map	w	h	coredsq	rounds	seats	claim_onset	claim2_onset	claim3_onset	claim5_onset	own_onset	claim_r20	claim_r40	claim_r80	claim_r150	claim_max	own_max	claim_mean	claim_tail50	own_mean	ours_max	ours_seatrounds	ours_first	episodes	epi_ended	retakes	retake_lat_mean	retake_lat_med	pecks_total	ourblock_seatrounds	ourconv_seatrounds	mjbody_seatrounds	empty_seatrounds	claim_w40_100	block_w40_100	mj_claim_epis	mj_claim_ended	mj_claim_life_med	claim_pre_press	claim_post_press	our_near16_first	our_near36_first	mj_harv1	mj_harv2	mj_harv_n	pecks_on_ours	pecks_on_theirs	peck_victims	tag	seat	result	cond	turn
drumlin	25	25	338	204	8	2	3	82	161	2	2	2	2	3	5	5	3.034	4.86	3.034	6	800	12	6	3	2	1.0	1	124	800	0	20	190	2.3	5.0	5	0	-1	2	2	10	9	8	12	3	82	42	barrier:82	drumlin_s321_B	B	OPP	Core destroyed	204
drumlin	25	25	338	1000	8	2	3	37	-1	2	2	3	2	3	3	3	1.786	1.0	1.786	6	4993	13	10	4	2	1.0	1	229	4993	0	55	178	2.417	4.533	6	5	54	2	2	10	9	8	12	4	96	133	barrier:96	drumlin_s322_A	A	OPP	Titanium collected (tiebreak)	1000
drumlin	25	25	338	297	8	2	3	-1	-1	2	2	2	0	0	2	2	0.354	0.0	0.354	7	1689	12	7	1	0	-1	-1	38	1689	0	246	333	0.5	6.133	2	2	53	2	2	10	9	8	12	2	18	20	barrier:18	drumlin_s322_B	B	OPP	Core destroyed	297
drumlin	25	25	338	1000	8	2	3	28	33	2	2	4	4	5	8	8	4.129	7.86	4.129	4	2301	13	8	8	6	2.5	1	246	2301	0	64	902	4.533	1.7	14	6	115	2	3	10	9	8	12	15	120	126	barrier:120	drumlin_s323_A	A	OPP	Titanium collected (tiebreak)	1000
drumlin	25	25	338	411	8	2	3	41	320	2	2	2	3	2	5	5	3.136	5.0	3.136	6	1604	12	8	5	3	1.0	1	126	1604	0	39	352	2.767	5.183	7	2	82	2	2	10	9	8	12	10	103	23	barrier:103	drumlin_s323_B	B	OPP	Core destroyed	411
drumlin	25	25	338	742	8	2	3	20	-1	2	3	3	1	2	3	3	1.64	0.0	1.64	8	3895	12	17	10	3	1.0	1	186	3895	0	178	633	1.917	6.067	6	6	308	2	2	10	9	8	12	2	114	72	barrier:114	drumlin_s324_A	A	US	Core destroyed	742
drumlin	25	25	338	405	8	2	3	34	-1	2	2	3	3	2	4	4	2.207	2.0	2.207	6	2229	12	8	2	2	1.0	1	246	2229	0	14	100	3.3	4.583	5	3	71	2	2	10	9	8	12	3	52	194	barrier:52	drumlin_s324_B	B	OPP	Core destroyed	405
drumlin	25	25	338	742	8	2	3	20	-1	2	3	3	1	2	3	3	1.64	0.0	1.64	8	3895	12	17	10	3	1.0	1	186	3895	0	178	633	1.917	6.067	6	6	308	2	2	10	9	8	12	2	114	72	barrier:114	drumlin_s325_A	A	US	Core destroyed	742
drumlin	25	25	338	701	8	2	3	-1	-1	2	2	2	2	2	2	2	1.307	1.0	1.307	7	3770	12	19	13	2	1.0	1	189	3770	0	365	553	0.983	5.883	6	5	44	2	2	10	9	8	12	3	104	85	barrier:104	drumlin_s325_B	B	OPP	Core destroyed	701
drumlin	25	25	338	492	8	2	3	21	-1	2	2	4	3	3	4	4	2.951	3.0	2.951	5	1890	13	7	3	3	1.0	1	89	1890	0	9	102	3.017	3.9	6	3	44	2	3	10	9	8	12	3	51	38	barrier:51	drumlin_s326_A	A	US	Core destroyed	492
drumlin	25	25	338	477	8	2	3	90	-1	2	2	2	2	3	3	3	2.755	3.0	2.755	6	1862	17	6	2	2	1.0	1	72	1862	0	36	137	1.8	4.8	5	2	65	2	2	10	9	8	12	2	52	20	barrier:52	drumlin_s326_B	B	US	Core destroyed	477
drumlin	25	25	338	1000	8	2	3	28	33	2	2	4	4	5	7	7	4.086	7.0	4.086	4	2345	13	8	7	5	2.8	1	239	2345	0	64	901	4.533	1.7	13	6	115	2	3	10	9	8	12	18	105	134	barrier:105	drumlin_s327_A	A	OPP	Titanium collected (tiebreak)	1000
drumlin	25	25	338	405	8	2	3	24	258	2	2	3	3	3	7	7	4.249	7.0	4.249	5	1386	12	6	5	5	1.0	1	107	1386	0	5	119	2.983	4.983	8	1	54	2	3	10	9	8	12	6	79	28	barrier:79	drumlin_s327_B	B	OPP	Core destroyed	405
drumlin	25	25	338	250	8	2	3	18	-1	2	3	3	3	0	3	3	1.396	0.0	1.396	8	1415	12	12	4	2	1.0	1	141	1415	0	64	166	2.817	4.733	5	5	70	2	3	10	9	8	12	3	84	57	barrier:84	drumlin_s328_A	A	US	Core destroyed	250
drumlin	25	25	338	297	8	2	3	-1	-1	2	2	2	0	0	2	2	0.354	0.0	0.354	7	1689	12	7	1	0	-1	-1	38	1689	0	245	334	0.5	6.133	2	2	53	2	2	10	9	8	12	2	18	20	barrier:18	drumlin_s328_B	B	OPP	Core destroyed	297
drumlin	25	25	338	216	8	2	3	20	-1	2	3	3	4	4	4	4	3.583	4.0	3.583	5	807	12	7	3	3	1.0	1	93	807	0	32	113	3.583	4.083	6	2	42	2	3	10	9	8	12	4	55	38	barrier:55	drumlin_s329_A	A	OPP	Core destroyed	216
drumlin	25	25	338	202	8	2	3	-1	-1	2	2	2	1	1	2	2	1.198	1.0	1.198	7	1122	12	7	1	0	-1	-1	49	1122	0	5	243	1.083	6.267	2	1	43	2	2	10	9	8	12	3	33	16	barrier:33	drumlin_s329_B	B	US	Core destroyed	202
fjordgate	10	10	32	249	8	2	3	-1	-1	2	2	2	2	2	2	2	1.98	2.0	1.98	2	410	26	21	19	0	-1	-1	64	410	0	152	920	2.0	1.75	2	0	-1	1	2	3	3	7	-1	1	64	0	barrier:64	fjordgate_s300_A	A	US	Core destroyed	249
fjordgate	10	10	32	253	8	2	3	6	104	2	3	3	3	7	8	8	5.628	8.0	5.628	2	205	5	2	2	2	1.0	1	99	205	0	22	369	3.017	2.0	8	0	-1	1	3	3	3	7	73	3	30	69	barrier:30	fjordgate_s300_B	B	OPP	Core destroyed	253
fjordgate	10	10	32	299	8	2	4	25	-1	2	2	2	2	1	3	3	1.405	1.0	1.405	7	1394	26	8	1	0	-1	-1	27	1394	0	27	546	2.0	3.017	3	2	117	1	2	3	3	6	-1	1	15	12	barrier:15	fjordgate_s301_A	A	US	Core destroyed	299
fjordgate	10	10	32	259	8	2	3	-1	-1	2	2	2	1	1	2	2	1.212	1.0	1.212	6	855	4	49	43	0	-1	-1	0	855	0	7	870	1.333	2.617	2	1	57	1	2	3	3	6	-1	1	0	0		fjordgate_s301_B	B	US	Core destroyed	259
fjordgate	10	10	32	149	8	2	4	25	-1	2	2	2	2	-1	3	3	1.826	1.44	1.826	5	436	6	6	1	0	-1	-1	27	436	0	56	424	2.0	3.117	3	2	119	1	2	3	3	6	-1	1	15	12	barrier:15	fjordgate_s302_A	A	OPP	Core destroyed	149
fjordgate	10	10	32	486	8	2	4	-1	-1	2	2	2	2	2	2	2	1.988	2.0	1.988	3	1364	4	7	4	0	-1	-1	69	1364	0	95	1449	2.0	2.267	2	0	-1	1	2	4	4	8	-1	1	69	0	barrier:69	fjordgate_s302_B	B	US	Core destroyed	486
fjordgate	10	10	32	162	8	2	3	6	77	2	3	2	5	8	8	8	5.216	7.76	5.216	1	61	22	1	1	1	1.0	1	15	61	0	48	334	4.417	0.717	23	16	5	1	3	3	3	7	43	3	15	0	barrier:15	fjordgate_s303_A	A	OPP	Core destroyed	162
fjordgate	10	10	32	141	8	2	4	32	-1	2	2	3	3	-1	3	3	2.73	3.0	2.73	2	273	4	2	0	0	-1	-1	0	273	0	60	384	3.0	2.0	3	0	-1	1	2	3	3	8	-1	1	0	0		fjordgate_s303_B	B	OPP	Core destroyed	141
fjordgate	10	10	32	230	8	2	4	87	116	2	2	2	2	6	6	7	4.091	6.0	4.165	3	265	4	3	3	3	1.0	1	45	265	0	19	598	2.217	2.767	6	0	-1	1	2	3	3	8	64	4	45	0	barrier:45	fjordgate_s304_A	A	OPP	Core destroyed	230
fjordgate	10	10	32	192	8	2	3	6	184	2	3	3	2	2	5	5	2.589	3.48	2.589	4	594	5	4	2	2	7.5	14	70	594	0	18	416	2.167	3.467	6	1	47	1	3	3	3	7	141	3	47	23	barrier:47	fjordgate_s304_B	B	OPP	Core destroyed	192
fjordgate	10	10	32	442	8	2	4	6	431	2	3	3	3	3	7	7	3.034	3.68	3.034	3	911	11	3	3	2	1.0	1	24	911	0	166	1112	2.95	2.75	14	7	3	1	2	3	3	6	425	2	20	4	barrier:20	fjordgate_s305_A	A	OPP	Core destroyed	442
fjordgate	10	10	32	394	8	2	5	-1	-1	2	2	2	2	2	2	2	1.982	2.0	1.982	4	952	4	10	6	0	-1	-1	83	952	0	209	1104	2.0	1.95	2	0	-1	1	2	4	4	7	-1	1	83	0	barrier:83	fjordgate_s305_B	B	US	Core destroyed	394
fjordgate	10	10	32	1000	8	2	4	6	-1	2	3	3	2	2	3	3	1.484	2.0	1.484	4	2417	19	6	4	0	-1	-1	31	2417	0	78	3997	2.083	1.217	14	12	3	1	3	3	3	6	-1	1	15	16	barrier:15	fjordgate_s306_A	A	OPP	Titanium collected (tiebreak)	1000
fjordgate	10	10	32	280	8	2	3	6	104	2	3	3	3	7	8	8	5.596	8.0	5.596	2	277	5	3	3	3	1.0	1	43	277	0	12	382	3.0	2.0	9	1	176	1	3	3	3	7	93	3	43	0	barrier:30,gunner:13	fjordgate_s306_B	B	OPP	Core destroyed	280
fjordgate	10	10	32	550	8	2	4	-1	-1	2	2	2	2	2	2	2	1.989	2.0	1.989	3	1621	4	3	0	0	-1	-1	0	1621	0	11	1674	2.0	3.0	2	0	-1	1	2	3	3	8	-1	1	0	0		fjordgate_s307_A	A	OPP	Core destroyed	550
fjordgate	10	10	32	267	8	2	4	6	176	2	3	3	3	3	7	7	4.262	7.0	4.262	2	200	4	2	2	1	1.0	1	30	200	0	35	752	3.0	1.0	7	0	-1	1	3	4	4	6	157	4	30	0	barrier:30	fjordgate_s307_B	B	OPP	Core destroyed	267
fjordgate	10	10	32	238	8	2	4	-1	-1	2	2	2	2	2	2	2	1.975	2.0	1.975	5	1007	4	10	5	0	-1	-1	88	1007	0	16	411	2.0	3.95	2	0	-1	1	2	3	3	6	-1	1	88	0	barrier:88	fjordgate_s308_A	A	US	Core destroyed	238
fjordgate	10	10	32	182	8	2	3	58	78	2	2	2	5	5	7	7	4.302	5.24	4.302	3	187	15	4	3	3	1.0	1	69	187	0	73	376	3.783	1.433	7	2	86	1	2	3	3	7	32	3	45	24	barrier:45	fjordgate_s308_B	B	OPP	Core destroyed	182
fjordgate	10	10	32	297	8	2	4	144	157	2	2	2	2	4	7	7	4.0	6.0	4.024	6	731	4	6	6	6	6.83	1	120	731	0	33	415	2.0	5.067	8	2	18	1	2	3	3	6	116	2	90	30	barrier:90	fjordgate_s309_A	A	OPP	Core destroyed	297
fjordgate	10	10	32	187	8	2	4	6	-1	2	3	3	3	3	3	3	2.936	3.0	2.936	4	478	4	4	0	0	-1	-1	11	478	0	8	450	3.0	2.0	3	0	-1	1	3	3	3	-1	-1	0	7	4	barrier:7	fjordgate_s309_B	B	OPP	Core destroyed	187
fjordgate	10	10	32	310	8	2	4	144	150	2	2	2	2	5	7	7	4.029	5.9	4.029	6	924	4	7	6	5	8.0	1	143	924	0	14	288	2.0	5.067	7	2	301	1	2	3	3	6	116	2	90	53	barrier:90	fjordgate_s310_A	A	OPP	Core destroyed	310
fjordgate	10	10	32	157	8	2	3	6	-1	2	3	3	3	4	4	4	3.236	3.96	3.236	3	336	5	3	0	0	-1	-1	18	336	0	8	396	3.0	2.0	4	0	-1	1	3	3	3	7	60	2	0	18		fjordgate_s310_B	B	US	Core destroyed	157
fjordgate	10	10	32	610	8	2	4	20	253	2	3	2	2	2	5	6	2.705	2.0	3.313	3	1121	4	9	7	3	1.0	1	126	1121	0	96	1640	2.0	2.283	7	5	93	1	3	3	3	8	136	3	58	68	barrier:45,gunner:13	fjordgate_s311_A	A	US	Core destroyed	610
fjordgate	10	10	32	166	8	2	5	45	-1	2	2	2	3	3	3	3	2.687	3.0	2.687	4	395	4	4	0	0	-1	-1	0	395	0	30	379	2.917	2.0	3	0	-1	1	2	3	3	-1	-1	0	0	0		fjordgate_s311_B	B	US	Core destroyed	166
fjordgate	10	10	32	230	8	2	4	87	116	2	2	2	2	6	6	7	4.091	6.0	4.165	3	265	4	3	3	3	1.0	1	45	265	0	19	598	2.217	2.767	6	0	-1	1	2	3	3	8	64	4	45	0	barrier:45	fjordgate_s312_A	A	OPP	Core destroyed	230
fjordgate	10	10	32	217	8	2	4	6	-1	2	3	3	3	3	3	3	2.903	2.82	2.903	6	652	4	6	0	0	-1	-1	26	652	0	45	386	3.0	2.0	3	1	204	1	3	3	3	-1	-1	0	0	26		fjordgate_s312_B	B	OPP	Core destroyed	217
fjordgate	10	10	32	219	8	2	3	6	-1	2	3	3	2	3	3	3	2.863	3.0	2.863	0	0	-1	0	0	0	-1	-1	0	0	0	72	1043	2.783	0.0	18	15	4	1	3	3	3	7	162	2	0	0		fjordgate_s313_A	A	OPP	Core destroyed	219
fjordgate	10	10	32	365	8	2	3	-1	-1	2	2	2	2	2	2	2	1.986	2.0	1.986	2	677	4	46	44	0	-1	-1	0	677	0	15	1497	2.0	1.917	2	0	-1	2	2	4	4	6	-1	1	0	0		fjordgate_s313_B	B	OPP	Core destroyed	365
fjordgate	10	10	32	235	8	2	4	-1	-1	2	2	2	2	2	2	2	1.579	0.16	1.579	7	1027	4	12	5	0	-1	-1	105	1027	0	37	437	2.0	3.9	2	2	191	1	2	3	3	6	-1	1	85	20	barrier:85	fjordgate_s314_A	A	US	Core destroyed	235
fjordgate	10	10	32	145	8	2	5	-1	-1	2	2	2	2	-1	2	2	1.952	2.0	1.952	2	275	4	8	6	0	-1	-1	93	275	0	130	453	2.0	1.95	2	0	-1	1	2	4	4	-1	-1	0	93	0	barrier:93	fjordgate_s314_B	B	OPP	Core destroyed	145
fjordgate	10	10	32	258	8	2	4	-1	-1	2	2	2	2	2	2	2	1.508	0.0	1.508	7	1192	4	13	6	0	-1	-1	133	1192	0	17	452	2.0	3.9	2	2	198	1	2	3	3	6	-1	1	97	36	barrier:97	fjordgate_s315_A	A	US	Core destroyed	258
fjordgate	10	10	32	375	8	2	3	-1	-1	2	2	2	2	2	2	2	1.987	2.0	1.987	2	682	31	6	4	0	-1	-1	69	682	0	302	1260	2.0	1.933	2	0	-1	1	2	3	3	7	20	2	69	0	barrier:69	fjordgate_s315_B	B	OPP	Core destroyed	375
fjordgate	10	10	32	85	8	2	4	24	-1	2	2	3	3	-1	3	3	2.647	3.0	2.647	3	129	20	3	0	0	-1	-1	7	64	65	47	269	-1	-1	3	0	-1	1	2	3	3	6	-1	1	6	1	barrier:6	fjordgate_s316_A	A	OPP	Core destroyed	85
fjordgate	10	10	32	175	8	2	3	-1	-1	2	2	2	2	2	2	2	1.971	2.0	1.971	2	296	17	16	14	0	-1	-1	89	296	0	87	665	2.0	1.817	2	0	-1	1	2	3	3	7	-1	1	89	0	barrier:89	fjordgate_s316_B	B	OPP	Core destroyed	175
fjordgate	10	10	32	292	8	2	3	150	173	2	2	2	2	3	6	6	2.777	3.02	2.777	4	602	22	13	9	2	1.0	1	197	602	0	84	820	2.0	1.917	7	4	26	1	2	3	3	7	123	2	153	44	barrier:153	fjordgate_s317_A	A	OPP	Core destroyed	292
fjordgate	10	10	32	105	8	2	3	6	-1	2	3	3	3	-1	3	3	2.895	3.0	2.895	2	141	5	2	1	0	-1	-1	15	141	0	15	356	3.0	1.117	3	0	-1	1	3	3	3	7	-1	1	15	0	barrier:15	fjordgate_s317_B	B	OPP	Core destroyed	105
fjordgate	10	10	32	175	8	2	3	6	-1	2	3	3	3	3	3	3	2.937	3.0	2.937	4	384	24	4	0	0	-1	-1	7	384	0	28	471	3.0	2.0	3	0	-1	1	3	3	3	-1	-1	0	0	7		fjordgate_s318_A	A	US	Core destroyed	175
fjordgate	10	10	32	181	8	2	3	6	-1	2	3	3	3	3	3	3	2.939	3.0	2.939	4	405	5	9	5	0	-1	-1	77	405	0	46	441	3.0	1.95	3	0	-1	1	3	3	3	-1	-1	0	77	0	barrier:77	fjordgate_s318_B	B	OPP	Core destroyed	181
fjordgate	10	10	32	405	8	2	4	-1	-1	2	2	2	2	2	2	2	1.504	0.0	1.504	8	2268	4	14	6	0	-1	-1	132	2268	0	51	310	2.0	4.933	2	2	335	1	2	3	3	6	-1	1	96	36	barrier:96	fjordgate_s319_A	A	US	Core destroyed	405
fjordgate	10	10	32	105	8	2	3	6	-1	2	3	3	3	-1	3	3	2.895	3.0	2.895	3	272	5	3	0	0	-1	-1	0	272	0	7	250	3.0	3.0	3	0	-1	1	3	3	3	7	-1	1	0	0		fjordgate_s319_B	B	OPP	Core destroyed	105
fjordgate	10	10	32	276	8	2	3	172	215	2	2	2	2	2	6	6	3.098	5.88	3.098	3	492	21	12	9	2	1.0	1	194	492	0	42	809	2.0	1.917	6	1	59	1	2	3	3	7	105	3	176	18	barrier:176	fjordgate_s320_A	A	OPP	Core destroyed	276
fjordgate	10	10	32	365	8	2	4	-1	-1	2	2	2	2	2	2	2	1.984	2.0	1.984	3	998	4	3	0	0	-1	-1	0	998	0	26	1139	2.0	2.2	2	0	-1	1	2	4	4	6	-1	1	0	0		fjordgate_s320_B	B	OPP	Core destroyed	365
fjordgate	10	10	32	117	8	2	4	25	-1	2	2	2	2	-1	3	3	2.017	2.0	2.017	3	282	6	3	0	0	-1	-1	8	282	0	56	358	2.0	3.0	3	1	8	1	2	3	3	6	-1	1	0	8		fjordgate_s321_A	A	OPP	Core destroyed	117
fjordgate	10	10	32	149	8	2	3	34	-1	2	2	3	3	-1	3	3	2.738	3.0	2.738	2	209	15	3	1	0	-1	-1	15	209	0	36	537	3.0	1.1	3	0	-1	1	2	3	3	7	72	3	15	0	barrier:15	fjordgate_s321_B	B	US	Core destroyed	149
fjordgate	10	10	32	122	8	2	4	-1	-1	2	2	2	2	-1	2	2	1.951	2.0	1.951	2	216	6	2	0	0	-1	-1	12	116	100	39	470	2.0	1.0	2	0	-1	1	2	3	3	6	-1	1	12	0	barrier:12	fjordgate_s322_A	A	OPP	Core destroyed	122
fjordgate	10	10	32	294	8	2	3	6	-1	2	3	3	3	2	3	3	2.139	1.0	2.184	2	577	5	2	0	0	-1	-1	0	577	0	84	1021	3.0	2.0	3	2	220	1	3	3	3	7	91	2	0	0		fjordgate_s322_B	B	US	Core destroyed	294
fjordgate	10	10	32	517	8	2	4	-1	-1	2	2	2	1	1	2	2	1.126	1.0	1.126	5	2373	6	6	1	0	-1	-1	39	2373	0	434	743	1.517	4.017	2	1	69	1	2	3	3	6	-1	1	15	24	barrier:15	fjordgate_s323_A	A	US	Core destroyed	517
fjordgate	10	10	32	275	8	2	3	6	-1	2	3	3	3	2	3	3	1.775	0.0	1.775	8	928	5	10	4	0	-1	-1	61	928	0	36	727	3.0	1.967	3	3	184	1	3	3	3	-1	-1	0	41	20	barrier:41	fjordgate_s323_B	B	US	Core destroyed	275
fjordgate	10	10	32	181	8	2	3	6	-1	2	3	3	3	3	3	3	2.89	2.82	2.89	4	372	24	4	0	0	-1	-1	19	372	0	25	525	3.0	2.0	3	1	170	1	3	3	3	-1	-1	0	0	19		fjordgate_s324_A	A	US	Core destroyed	181
fjordgate	10	10	32	117	8	2	3	6	-1	2	3	3	3	-1	3	3	2.786	2.72	2.786	4	266	5	6	2	0	-1	-1	52	266	0	12	315	3.0	2.217	3	1	100	1	3	3	3	7	-1	1	33	19	barrier:33	fjordgate_s324_B	B	OPP	Core destroyed	117
fjordgate	10	10	32	122	8	2	4	-1	-1	2	2	2	2	-1	2	2	1.951	2.0	1.951	2	214	6	3	1	0	-1	-1	16	115	99	78	431	2.0	1.0	2	0	-1	1	2	3	3	6	-1	1	16	0	barrier:16	fjordgate_s325_A	A	OPP	Core destroyed	122
fjordgate	10	10	32	234	8	2	4	6	-1	2	3	3	2	1	3	3	1.855	1.0	1.855	7	1092	4	7	0	0	-1	-1	27	1092	0	8	329	2.4	3.533	3	2	146	1	3	4	4	6	-1	1	7	20	barrier:7	fjordgate_s325_B	B	US	Core destroyed	234
fjordgate	10	10	32	174	8	2	4	-1	-1	2	2	2	2	2	2	2	1.966	2.0	1.966	4	603	4	4	0	0	-1	-1	0	603	0	15	383	2.0	3.667	2	0	-1	1	2	3	3	8	-1	1	0	0		fjordgate_s326_A	A	US	Core destroyed	174
fjordgate	10	10	32	244	8	2	5	-1	-1	2	2	2	2	2	2	2	1.971	2.0	1.971	4	624	4	16	12	0	-1	-1	88	624	0	219	532	2.0	1.933	2	0	-1	1	2	4	4	7	-1	1	88	0	barrier:88	fjordgate_s326_B	B	US	Core destroyed	244
fjordgate	10	10	32	173	8	2	4	6	-1	2	3	3	3	3	3	3	2.931	3.0	2.931	3	440	11	7	4	0	-1	-1	87	440	0	20	401	3.0	2.883	3	0	-1	1	3	3	3	6	141	2	61	26	barrier:61	fjordgate_s327_A	A	OPP	Core destroyed	173
fjordgate	10	10	32	182	8	2	3	58	78	2	2	2	5	5	7	7	4.302	5.24	4.302	3	187	15	4	3	3	1.0	1	69	187	0	73	376	3.783	1.433	7	2	86	1	2	3	3	7	32	3	45	24	barrier:45	fjordgate_s327_B	B	OPP	Core destroyed	182
fjordgate	10	10	32	122	8	2	4	-1	-1	2	2	2	2	-1	2	2	1.951	2.0	1.951	2	214	6	3	1	0	-1	-1	16	115	99	78	431	2.0	1.0	2	0	-1	1	2	3	3	6	-1	1	16	0	barrier:16	fjordgate_s328_A	A	OPP	Core destroyed	122
fjordgate	10	10	32	275	8	2	3	6	-1	2	3	3	3	2	3	3	1.775	0.0	1.775	8	928	5	10	4	0	-1	-1	61	928	0	35	728	3.0	1.967	3	3	184	1	3	3	3	-1	-1	0	41	20	barrier:41	fjordgate_s328_B	B	US	Core destroyed	275
fjordgate	10	10	32	1000	8	2	3	6	-1	2	3	3	3	3	4	4	3.737	4.0	3.737	2	590	97	3	1	0	-1	-1	24	568	22	917	2753	2.883	0.0	15	11	4	1	3	3	3	7	-1	1	10	14	conveyor:10	fjordgate_s329_A	A	OPP	Titanium collected (tiebreak)	1000
fjordgate	10	10	32	365	8	2	4	-1	-1	2	2	2	2	2	2	2	1.984	2.0	1.984	3	998	4	3	0	0	-1	-1	0	998	0	26	1139	2.0	2.2	2	0	-1	1	2	4	4	6	-1	1	0	0		fjordgate_s329_B	B	OPP	Core destroyed	365
frostgate	20	20	196	572	8	2	3	11	445	2	3	2	4	4	5	5	3.673	5.0	3.673	6	1967	17	6	4	4	1.0	1	128	1967	0	383	124	3.55	4.417	7	2	136	3	3	12	11	6	9	2	62	66	barrier:62	frostgate_s300_A	A	US	Core destroyed	572
frostgate	20	20	196	113	8	2	3	10	15	2	6	5	4	-1	6	6	4.195	3.9	4.195	5	301	11	5	0	0	-1	-1	75	301	0	11	118	4.133	3.6	6	3	46	3	6	11	7	6	9	2	15	60	barrier:15	frostgate_s300_B	B	OPP	Core destroyed	113
frostgate	20	20	196	253	8	2	3	14	-1	2	3	2	1	2	3	3	1.336	1.0	1.336	7	1512	10	10	3	3	3.0	1	124	1512	0	17	156	1.267	6.283	6	5	9	2	3	10	7	6	9	6	64	60	barrier:64	frostgate_s301_A	A	US	Core destroyed	253
frostgate	20	20	196	260	8	2	3	135	164	2	2	1	1	4	6	6	2.912	4.92	2.912	7	946	33	13	10	7	9.29	1	203	946	0	16	339	1.0	5.4	11	6	61	2	2	12	12	6	9	7	153	50	barrier:153	frostgate_s301_B	B	OPP	Core destroyed	260
frostgate	20	20	196	172	8	2	3	14	-1	2	3	1	1	1	3	3	1.331	1.0	1.331	7	941	10	7	1	0	-1	-1	81	941	0	38	167	1.0	6.2	3	2	38	2	3	10	7	6	9	2	37	44	barrier:37	frostgate_s302_A	A	US	Core destroyed	172
frostgate	20	20	196	169	8	2	3	12	-1	2	3	3	3	2	3	3	2.337	2.0	2.337	6	849	10	7	1	1	1.0	1	101	849	0	5	101	2.567	5.383	4	2	91	2	3	10	7	6	9	2	43	58	barrier:43	frostgate_s302_B	B	US	Core destroyed	169
frostgate	20	20	196	252	8	2	3	14	-1	2	3	2	1	2	3	3	1.706	2.26	1.706	7	1420	10	8	3	2	1.0	1	108	1420	0	10	155	1.067	6.517	5	2	42	2	3	10	7	6	9	5	80	28	barrier:80	frostgate_s303_A	A	US	Core destroyed	252
frostgate	20	20	196	361	8	2	3	12	-1	2	3	3	3	2	3	3	1.188	0.0	1.188	8	2338	10	9	1	1	1.0	1	94	2338	0	4	104	2.667	5.3	4	4	153	2	3	10	7	6	9	2	17	77	barrier:17	frostgate_s303_B	B	US	Core destroyed	361
frostgate	20	20	196	141	8	2	3	-1	-1	2	2	1	0	-1	2	2	0.667	0.0	0.667	8	867	19	9	1	1	1.0	1	91	867	0	13	154	0.5	7.45	3	3	27	2	1	19	11	6	9	3	61	30	barrier:61	frostgate_s304_A	A	US	Core destroyed	141
frostgate	20	20	196	117	8	2	3	10	15	2	6	7	5	-1	7	7	4.915	4.86	4.915	4	224	10	5	1	1	1.0	1	91	224	0	27	110	5.2	2.367	7	3	48	2	6	10	7	6	9	2	27	64	barrier:27	frostgate_s304_B	B	OPP	Core destroyed	117
frostgate	20	20	196	232	8	2	3	10	-1	2	3	3	2	1	3	3	1.284	0.0	1.284	8	1345	10	12	4	2	1.0	1	136	1345	0	28	185	2.067	5.033	5	5	41	2	2	10	7	6	9	4	64	72	barrier:64	frostgate_s305_A	A	US	Core destroyed	232
frostgate	20	20	196	138	8	2	3	-1	-1	2	2	1	1	-1	2	2	1.493	1.8	1.493	7	569	33	7	1	1	1.0	1	50	569	0	16	291	1.033	5.483	3	1	31	2	2	12	12	6	9	3	32	18	barrier:32	frostgate_s305_B	B	OPP	Core destroyed	138
frostgate	20	20	196	220	8	2	3	14	-1	2	3	2	0	0	3	3	0.591	0.0	0.591	7	1312	10	9	2	0	-1	-1	83	1312	0	163	154	0.55	6.483	3	3	42	2	3	10	7	6	9	3	53	30	barrier:53	frostgate_s306_A	A	US	Core destroyed	220
frostgate	20	20	196	519	8	2	3	12	17	2	5	4	3	5	8	8	5.408	5.9	5.408	5	923	35	7	5	5	20.0	3	267	923	0	64	351	3.167	2.817	11	6	84	2	5	12	12	6	9	9	93	174	barrier:93	frostgate_s306_B	B	US	Core destroyed	519
frostgate	20	20	196	176	8	2	3	14	-1	2	3	1	1	1	3	3	1.324	1.0	1.324	7	961	10	7	1	0	-1	-1	84	961	0	46	167	1.0	6.2	3	2	38	2	3	10	7	6	9	2	40	44	barrier:40	frostgate_s307_A	A	US	Core destroyed	176
frostgate	20	20	196	361	8	2	3	12	-1	2	3	3	3	2	3	3	1.188	0.0	1.188	8	2338	10	9	1	1	1.0	1	94	2338	0	4	104	2.667	5.3	4	4	153	2	3	10	7	6	9	2	17	77	barrier:17	frostgate_s307_B	B	US	Core destroyed	361
frostgate	20	20	196	337	8	2	3	-1	-1	2	2	2	1	1	2	2	1.05	1.0	1.05	7	1815	17	7	1	1	1.0	1	54	1815	0	39	488	0.7	5.95	3	2	48	2	2	14	11	6	9	3	30	24	barrier:30	frostgate_s308_A	A	OPP	Core destroyed	337
frostgate	20	20	196	205	8	2	3	12	-1	2	3	3	2	0	4	4	1.541	0.0	1.541	8	1191	10	10	2	1	1.0	1	123	1191	0	6	125	2.267	5.717	4	4	104	2	3	10	7	6	9	2	68	55	barrier:68	frostgate_s308_B	B	OPP	Core destroyed	205
